0,1,2,3,4,paths
0,0,0,0,1,Shifting_cultivation/100/81/81_8000_5800.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_4100_2600.tif
0,1,0,0,0,ISL/100/77/77_500_1200.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_1900_4600.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2700_2600.tif
0,0,0,0,0,misc/100/74/74_1000_2200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5000_9800.tif
0,0,0,0,0,misc/100/57/57_3100_1400.tif
0,1,0,0,0,ISL/100/48/48_2500_2600.tif
0,1,0,0,0,ISL/100/32/32_1300_1200.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2100_1900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5200_11800.tif
0,0,0,0,0,misc/100/15/15_1600_1900.tif
0,1,0,0,0,ISL/100/89/89_1600_3800.tif
0,0,0,0,0,misc/100/18/18_1500_4800.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_5100_2800.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2000_2300.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3200_3400.tif
0,1,0,0,0,ISL/100/85/85_2900_3100.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_1400_2500.tif
0,0,0,0,0,misc/100/18/18_500_200.tif
0,0,0,1,0,Roads/100/33/33_1800_600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5700_3600.tif
0,0,0,0,0,misc/100/18/18_300_3400.tif
0,0,0,0,0,misc/100/21/21_1200_100.tif
0,0,0,0,0,misc/100/55/55_4500_400.tif
0,1,0,0,0,ISL/100/84/84_1500_1600.tif
0,1,0,0,0,ISL/100/89/89_4600_3900.tif
0,0,0,0,0,misc/100/31/31_3000_3400.tif
0,1,0,0,0,ISL/100/74/74_4200_3800.tif
0,1,0,0,0,ISL/100/89/89_1100_1700.tif
0,1,0,0,0,ISL/100/1/1_600_1100.tif
0,0,0,0,0,misc/100/81/81_5400_13100.tif
0,0,0,0,0,misc/100/78/78_1000_6300.tif
0,1,0,0,0,ISL/100/1/1_400_1100.tif
0,1,0,0,0,ISL/100/29/29_1100_2000.tif
0,1,0,1,0,Roads/100/89/89_3800_1800.tif
0,0,0,0,0,misc/100/85/85_4700_3200.tif
0,0,0,1,0,Roads/100/66/66_3500_1800.tif
0,0,0,0,0,misc/100/60/60_6600_600.tif
0,0,0,1,0,Roads/100/66/66_3000_1500.tif
0,1,0,0,0,ISL/100/44/44_800_600.tif
0,0,0,0,0,misc/100/18/18_1700_1800.tif
0,0,0,0,1,Shifting_cultivation/100/66/66_2900_2200.tif
0,1,0,0,0,ISL/100/75/75_300_2100.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_1200_2300.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8500_3700.tif
0,0,0,0,0,misc/100/7/7_3700_1500.tif
0,0,0,0,0,misc/100/53/53_2100_2100.tif
0,1,0,0,0,ISL/100/74/74_4000_3900.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_1500_1800.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6500_2500.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_3800_4100.tif
0,0,0,0,0,misc/100/78/78_1300_6300.tif
0,0,0,1,0,Roads/100/33/33_1700_1300.tif
0,0,0,1,1,Roads/100/19/19_600_1700.tif
0,1,0,0,0,ISL/100/55/55_2200_2800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5600_3900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_3100_8600.tif
0,0,0,1,0,Roads/100/85/85_3600_4200.tif
0,1,0,0,0,ISL/100/44/44_1400_3700.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_800_1700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8400_4200.tif
0,1,0,0,0,ISL/100/64/64_2000_1600.tif
0,1,0,0,0,ISL/100/39/39_2400_2400.tif
0,1,0,0,0,ISL/100/74/74_4700_3800.tif
0,0,0,0,0,misc/100/57/57_4500_200.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_800_900.tif
0,0,0,0,0,misc/100/9/9_2200_800.tif
0,0,0,0,0,misc/100/85/85_5600_700.tif
0,1,0,0,0,ISL/100/89/89_3500_3100.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_600_2200.tif
0,1,0,0,0,ISL/100/74/74_2700_3100.tif
0,1,0,0,0,ISL/100/75/75_2100_3900.tif
0,1,0,0,0,ISL/100/74/74_1700_1900.tif
0,0,0,0,0,misc/100/28/28_1500_3200.tif
0,0,0,0,0,misc/100/81/81_10200_11300.tif
1,0,0,0,1,Industrial_agriculture/100/9/9_1300_1200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6000_7400.tif
0,1,0,0,0,ISL/100/75/75_4100_3500.tif
0,1,0,0,0,ISL/100/22/22_700_2000.tif
0,0,0,0,0,misc/100/78/78_2400_0.tif
0,0,0,0,0,misc/100/27/27_0_2400.tif
0,0,0,0,0,misc/100/81/81_9800_10500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5800_12100.tif
0,0,0,0,0,misc/100/29/29_900_100.tif
1,0,0,1,0,Industrial_agriculture/100/9/9_600_1100.tif
0,1,0,0,0,ISL/100/15/15_1500_1700.tif
1,0,0,0,1,Industrial_agriculture/100/9/9_1000_1100.tif
0,1,0,0,0,ISL/100/89/89_1800_3800.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6000_3500.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_2900_4500.tif
0,1,0,0,0,ISL/100/32/32_2300_2600.tif
0,0,0,0,0,misc/100/78/78_3200_7100.tif
0,1,0,0,0,ISL/100/89/89_1300_1900.tif
0,0,0,0,0,misc/100/32/32_2300_1300.tif
0,0,0,0,0,misc/100/57/57_3900_800.tif
0,1,0,0,0,ISL/100/48/48_1500_2100.tif
0,0,0,0,0,misc/100/86/86_1900_800.tif
0,1,0,0,0,ISL/100/77/77_1400_1600.tif
0,1,0,0,0,ISL/100/77/77_1500_1300.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4900_8800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4900_9400.tif
0,1,0,0,0,ISL/100/48/48_1400_1900.tif
0,0,1,0,0,Mining/100/86/86_600_300.tif
0,0,0,0,0,misc/100/10/10_2900_3800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8800_3400.tif
0,1,0,0,0,ISL/100/15/15_1900_2300.tif
0,0,0,0,0,misc/100/92/92_5300_5400.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_800_1800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8200_6000.tif
0,0,0,1,1,Roads/100/30/30_800_600.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6800_3600.tif
0,0,0,0,0,misc/100/85/85_700_3400.tif
0,0,0,1,0,Roads/100/85/85_3600_3700.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1100_2100.tif
0,1,0,0,0,ISL/100/89/89_1800_3800.tif
0,0,0,0,0,misc/100/92/92_6700_1600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7600_6000.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2100_3000.tif
0,0,0,0,0,misc/100/12/12_100_1000.tif
0,0,0,0,1,Shifting_cultivation/100/66/66_3700_1300.tif
0,0,0,0,0,misc/100/60/60_3100_9100.tif
0,1,0,0,0,ISL/100/75/75_1600_2600.tif
0,1,0,0,0,ISL/100/22/22_900_2200.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1800_2100.tif
0,0,0,0,0,misc/100/22/22_200_3600.tif
0,1,0,0,0,ISL/100/74/74_3300_4200.tif
0,0,0,0,0,misc/100/58/58_1900_100.tif
0,0,0,0,0,misc/100/50/50_300_1100.tif
0,0,0,1,1,Shifting_cultivation/100/92/92_3700_2600.tif
0,1,0,0,0,ISL/100/33/33_700_1500.tif
0,1,0,0,0,ISL/100/64/64_2100_1500.tif
0,0,0,0,0,misc/100/75/75_2700_5700.tif
0,0,0,0,0,misc/100/60/60_2400_900.tif
0,0,0,0,0,misc/100/9/9_2200_600.tif
0,1,0,0,0,ISL/100/89/89_2000_2300.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_3800_2500.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_2000_2200.tif
0,1,0,0,0,ISL/100/32/32_1900_3000.tif
0,0,0,1,0,Roads/100/92/92_5700_2400.tif
0,1,0,0,0,ISL/100/39/39_2000_2600.tif
0,1,0,0,0,ISL/100/74/74_3400_4200.tif
0,1,1,0,0,Mining/100/84/84_1600_1500.tif
0,1,0,0,0,ISL/100/53/53_1000_700.tif
0,1,0,0,0,ISL/100/48/48_1500_3500.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_3700_2700.tif
0,0,0,0,0,misc/100/60/60_5400_8700.tif
0,1,0,0,0,ISL/100/53/53_800_1100.tif
1,0,0,1,0,Roads/100/10/10_1600_2600.tif
0,1,0,0,0,ISL/100/48/48_900_600.tif
0,0,0,0,0,misc/100/85/85_5500_1200.tif
0,0,0,0,0,misc/100/60/60_3800_9500.tif
0,0,0,1,1,Roads/100/30/30_1200_700.tif
0,0,0,1,0,Roads/100/85/85_1800_1800.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_900_2200.tif
0,1,0,0,0,ISL/100/74/74_4000_4400.tif
0,1,0,0,0,ISL/100/15/15_700_600.tif
0,0,0,0,0,misc/100/39/39_2900_800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4900_4800.tif
0,1,0,0,0,ISL/100/39/39_1600_700.tif
0,1,0,0,0,ISL/100/74/74_2600_4400.tif
0,1,0,0,0,ISL/100/77/77_700_500.tif
0,1,0,0,0,ISL/100/25/25_1900_2300.tif
0,1,0,0,0,ISL/100/55/55_3600_1800.tif
0,1,0,0,0,ISL/100/75/75_2300_5200.tif
0,1,0,0,0,ISL/100/75/75_4200_4000.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8600_4300.tif
0,0,0,0,0,misc/100/32/32_300_400.tif
0,0,0,0,1,Shifting_cultivation/100/10/10_1500_2700.tif
0,1,0,0,0,ISL/100/75/75_3900_3700.tif
0,0,0,1,0,Roads/100/53/53_2100_2400.tif
0,0,0,0,0,misc/100/18/18_800_2500.tif
0,0,0,0,0,misc/100/48/48_1400_2600.tif
1,0,0,0,0,Industrial_agriculture/100/27/27_1000_1000.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2500_2300.tif
0,0,0,1,0,Roads/100/85/85_3700_3100.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_1700_1700.tif
0,0,0,0,0,misc/100/31/31_600_2800.tif
0,1,0,0,0,ISL/100/29/29_700_1200.tif
0,0,0,1,0,Roads/100/85/85_2200_3300.tif
0,1,0,0,0,ISL/100/75/75_4100_4200.tif
0,0,0,0,0,misc/100/64/64_2400_500.tif
0,0,0,0,0,misc/100/92/92_7500_4300.tif
0,1,0,0,0,ISL/100/55/55_2500_1600.tif
0,0,0,0,1,Shifting_cultivation/100/10/10_1600_3800.tif
0,1,0,0,0,ISL/100/22/22_1800_3400.tif
1,0,0,0,0,Industrial_agriculture/100/27/27_700_900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6000_2400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5700_9800.tif
0,0,0,1,0,Roads/100/66/66_2800_2100.tif
0,1,0,0,0,ISL/100/33/33_1000_1500.tif
0,0,0,0,0,misc/100/74/74_600_5900.tif
0,0,0,0,0,misc/100/101/101_400_300.tif
0,1,0,0,0,ISL/100/55/55_4100_900.tif
0,1,0,0,0,ISL/100/44/44_2100_2900.tif
0,0,0,0,0,misc/100/32/32_800_1300.tif
0,1,0,0,0,ISL/100/74/74_2500_4200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6800_11500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6800_1700.tif
0,0,0,1,0,Roads/100/85/85_5100_3500.tif
0,1,0,0,0,ISL/100/75/75_2800_3300.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_1000_3600.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6200_2500.tif
0,0,0,1,0,Roads/100/9/9_1500_2500.tif
0,1,0,0,0,ISL/100/75/75_4100_4700.tif
0,1,0,0,0,ISL/100/15/15_1100_3300.tif
0,1,0,0,0,ISL/100/32/32_2500_1900.tif
0,1,0,0,0,ISL/100/55/55_4100_800.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1900_1800.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_600_1700.tif
0,0,0,0,0,misc/100/22/22_1200_1500.tif
0,0,0,0,0,misc/100/32/32_100_1700.tif
0,0,0,0,0,misc/100/81/81_10600_3200.tif
0,0,0,0,0,misc/100/101/101_600_3400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8500_4300.tif
0,1,0,0,0,ISL/100/55/55_4000_1200.tif
0,0,0,0,0,misc/100/92/92_4500_1700.tif
0,0,0,0,0,misc/100/23/23_1200_1700.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6700_3500.tif
0,1,0,0,0,ISL/100/89/89_3700_1600.tif
0,1,0,0,0,ISL/100/55/55_3400_3000.tif
0,1,0,0,0,ISL/100/44/44_1900_3300.tif
0,0,0,0,1,Shifting_cultivation/100/10/10_1500_2700.tif
0,1,0,0,0,ISL/100/22/22_2200_500.tif
0,0,0,0,0,misc/100/10/10_2800_1600.tif
0,0,0,0,0,misc/100/92/92_3100_2200.tif
0,1,0,0,0,ISL/100/75/75_4800_3200.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3200_3400.tif
0,0,0,0,0,misc/100/81/81_3800_9500.tif
0,0,0,1,0,Roads/100/74/74_4200_2900.tif
0,1,0,0,0,ISL/100/89/89_2500_1100.tif
0,0,0,0,0,misc/100/92/92_7500_1500.tif
0,1,0,0,0,ISL/100/15/15_800_600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5800_7400.tif
0,0,0,0,0,misc/100/81/81_7600_1200.tif
0,0,0,0,0,misc/100/85/85_2700_4000.tif
0,0,0,0,0,misc/100/75/75_900_6700.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_1600_2000.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_800_700.tif
0,1,0,0,0,ISL/100/53/53_1000_1200.tif
0,0,0,0,0,misc/100/60/60_600_10500.tif
0,1,0,0,0,ISL/100/37/37_1100_1300.tif
0,0,0,0,0,misc/100/66/66_3100_2800.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6100_3600.tif
0,0,0,0,1,Shifting_cultivation/100/66/66_3400_1900.tif
0,0,1,0,0,Mining/100/86/86_2100_2400.tif
0,0,0,0,0,misc/100/25/25_1100_2400.tif
0,0,0,0,0,misc/100/81/81_3000_1900.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3600_1800.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1100_300.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4100_4100.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_5600_4000.tif
0,0,0,0,0,misc/100/25/25_1400_3300.tif
0,0,0,0,0,misc/100/81/81_11500_10400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5100_10400.tif
0,1,0,0,0,ISL/100/74/74_2600_4800.tif
0,1,0,0,0,ISL/100/32/32_1800_500.tif
0,0,0,0,0,misc/100/75/75_4700_4500.tif
0,0,0,0,0,misc/100/78/78_3700_2000.tif
0,1,0,0,0,ISL/100/75/75_3400_5300.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_3100_4000.tif
0,0,0,0,0,misc/100/10/10_3300_4700.tif
0,0,0,0,0,misc/100/60/60_4600_3200.tif
0,0,0,1,1,Roads/100/101/101_3000_3700.tif
0,1,0,0,0,ISL/100/74/74_4000_3400.tif
0,0,0,0,0,misc/100/81/81_800_13600.tif
0,0,0,0,0,misc/100/29/29_100_1600.tif
0,0,0,0,0,misc/100/32/32_3300_1300.tif
0,0,0,1,0,Roads/100/74/74_3000_3100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4600_5200.tif
0,1,0,0,0,ISL/100/74/74_3500_2900.tif
0,1,0,0,0,ISL/100/29/29_900_1400.tif
0,1,0,0,0,ISL/100/33/33_1100_1800.tif
0,0,0,0,0,misc/100/31/31_3300_2700.tif
0,1,0,0,0,ISL/100/74/74_4300_3500.tif
0,1,0,0,0,ISL/100/39/39_2000_2200.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_1200_2600.tif
0,1,0,0,0,ISL/100/33/33_600_1500.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4800_4100.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2500_2400.tif
0,1,0,0,0,ISL/100/25/25_1700_3400.tif
0,1,0,0,0,ISL/100/15/15_1300_2900.tif
0,1,0,0,0,ISL/100/37/37_2300_1300.tif
0,0,0,0,0,misc/100/101/101_2200_3500.tif
0,1,0,0,0,ISL/100/84/84_900_1200.tif
0,0,0,0,0,misc/100/81/81_3300_6100.tif
0,1,0,0,0,ISL/100/30/30_900_1400.tif
0,1,0,0,0,ISL/100/25/25_1400_1300.tif
0,0,0,0,0,misc/100/28/28_1700_3500.tif
0,1,0,0,0,ISL/100/39/39_300_1200.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2100_2100.tif
0,0,0,0,0,misc/100/28/28_1200_3800.tif
0,1,0,0,0,ISL/100/77/77_1300_1000.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2800_2900.tif
0,1,0,0,0,ISL/100/48/48_2600_1500.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_900_1300.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2300_2600.tif
0,0,0,0,0,misc/100/18/18_300_2500.tif
0,1,0,0,0,ISL/100/32/32_2500_1800.tif
0,1,0,0,0,ISL/100/22/22_2000_3500.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_1200_2800.tif
0,0,0,0,0,misc/100/57/57_1600_1100.tif
1,0,0,0,1,Industrial_agriculture/100/9/9_1400_1600.tif
0,1,0,0,0,ISL/100/84/84_1800_1500.tif
1,0,0,0,1,Shifting_cultivation/100/9/9_1000_1400.tif
0,0,0,1,0,Roads/100/30/30_1000_700.tif
0,0,0,0,0,misc/100/85/85_4300_5600.tif
0,0,0,0,0,misc/100/57/57_900_1000.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_3100_3900.tif
0,1,0,0,0,ISL/100/89/89_1900_2000.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7900_2700.tif
0,0,0,0,0,misc/100/32/32_800_1000.tif
0,1,0,0,0,ISL/100/22/22_800_2200.tif
0,1,0,0,0,ISL/100/75/75_3900_3400.tif
0,0,0,0,0,misc/100/60/60_6100_10200.tif
0,1,0,0,0,ISL/100/89/89_2100_4000.tif
0,1,0,0,0,ISL/100/75/75_4900_3200.tif
0,0,0,0,0,misc/100/33/33_1300_500.tif
0,1,0,0,0,ISL/100/39/39_3100_3200.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1900_2600.tif
0,0,0,1,0,Roads/100/33/33_1700_1300.tif
0,1,0,0,0,ISL/100/29/29_1800_3400.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_300_1600.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2700_3400.tif
0,0,0,0,0,misc/100/81/81_2500_200.tif
0,0,0,0,0,misc/100/81/81_10200_12200.tif
0,1,0,0,0,ISL/100/29/29_1800_1100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8300_3000.tif
0,0,0,0,0,misc/100/75/75_2700_1400.tif
0,1,0,0,0,ISL/100/77/77_600_600.tif
0,1,0,0,0,ISL/100/29/29_2200_1000.tif
0,1,0,0,0,ISL/100/74/74_2900_3300.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4400_3000.tif
0,1,0,0,0,ISL/100/74/74_3800_3700.tif
0,1,0,0,0,ISL/100/55/55_3000_3500.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_2100_1400.tif
0,1,0,0,0,ISL/100/29/29_2100_1100.tif
0,1,0,0,0,ISL/100/89/89_3600_3400.tif
1,0,0,0,1,Industrial_agriculture/100/9/9_1300_1200.tif
0,0,0,0,0,misc/100/53/53_200_900.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6300_3600.tif
0,1,0,0,0,ISL/100/55/55_2500_2600.tif
0,1,0,0,0,ISL/100/75/75_1800_3000.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7900_2800.tif
0,0,0,0,0,misc/100/55/55_2400_1200.tif
0,0,0,0,0,misc/100/53/53_600_3200.tif
0,1,0,0,0,ISL/100/75/75_4400_3500.tif
0,1,0,0,0,ISL/100/75/75_3200_5500.tif
0,1,0,0,0,ISL/100/74/74_2400_3600.tif
0,0,0,1,0,Roads/100/85/85_1700_3100.tif
0,0,0,0,0,misc/100/48/48_2400_2300.tif
0,0,0,0,0,misc/100/89/89_4200_4300.tif
0,0,0,0,1,Shifting_cultivation/100/30/30_600_600.tif
0,1,0,0,0,ISL/100/77/77_1000_1000.tif
0,1,0,0,0,ISL/100/89/89_2400_3700.tif
0,0,0,0,0,misc/100/37/37_1400_500.tif
0,1,0,0,0,ISL/100/55/55_2900_3000.tif
0,0,0,0,0,misc/100/89/89_4800_2700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7100_6100.tif
0,1,0,0,0,ISL/100/89/89_2500_3300.tif
0,0,0,0,0,misc/100/89/89_1300_4300.tif
0,0,0,0,0,misc/100/60/60_2100_11000.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6300_11600.tif
0,1,0,0,0,ISL/100/74/74_3400_2600.tif
0,1,0,0,0,ISL/100/37/37_100_800.tif
0,1,0,0,0,ISL/100/89/89_1700_3200.tif
0,0,0,0,0,misc/100/18/18_2900_2100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5300_6300.tif
0,0,0,0,0,misc/100/64/64_1600_400.tif
0,0,0,1,0,Roads/100/101/101_3300_3700.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2400_2500.tif
0,0,0,0,0,misc/100/92/92_7600_4300.tif
0,0,0,0,0,misc/100/81/81_9300_2100.tif
0,0,0,1,0,Roads/100/66/66_2100_1800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5200_9800.tif
0,1,0,0,0,ISL/100/29/29_1000_1400.tif
0,1,0,0,0,ISL/100/64/64_1500_1900.tif
0,1,0,0,0,ISL/100/55/55_3400_2400.tif
0,0,0,0,0,misc/100/75/75_2600_4400.tif
0,0,0,1,0,Roads/100/74/74_2200_2800.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_3000_1500.tif
0,0,0,0,0,misc/100/9/9_300_3300.tif
0,0,0,0,0,misc/100/74/74_600_2800.tif
0,1,0,0,0,ISL/100/32/32_1900_3000.tif
0,1,0,0,0,ISL/100/48/48_1300_2100.tif
0,1,0,0,0,ISL/100/48/48_1000_2100.tif
0,0,0,0,0,misc/100/50/50_2100_3600.tif
0,0,0,0,0,misc/100/66/66_3800_2300.tif
0,1,0,0,0,ISL/100/55/55_2800_4100.tif
0,1,0,0,0,ISL/100/84/84_1600_1100.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_1800_3100.tif
0,0,0,0,0,misc/100/44/44_3400_1000.tif
0,1,0,0,0,ISL/100/21/21_1300_600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5400_9100.tif
0,1,0,0,0,ISL/100/15/15_1600_3000.tif
0,0,0,1,0,Roads/100/30/30_1000_600.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4100_4200.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2000_400.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_5900_2300.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2800_2400.tif
0,0,0,0,0,misc/100/75/75_3400_300.tif
0,1,0,0,0,ISL/100/75/75_3700_5500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5300_6300.tif
0,1,0,1,0,Roads/100/89/89_1400_2700.tif
0,0,0,0,0,misc/100/74/74_4900_3600.tif
0,0,0,0,0,misc/100/75/75_2300_5700.tif
0,0,0,0,0,misc/100/48/48_1500_3300.tif
0,0,0,0,0,misc/100/60/60_0_5000.tif
0,1,0,0,0,ISL/100/29/29_500_2000.tif
0,1,0,0,0,ISL/100/75/75_4500_4200.tif
0,1,0,0,0,ISL/100/89/89_3300_3800.tif
0,0,0,0,0,misc/100/48/48_500_2100.tif
0,1,0,0,0,ISL/100/84/84_1200_2100.tif
0,0,0,0,0,misc/100/58/58_500_1400.tif
0,0,0,0,0,misc/100/57/57_5000_4700.tif
0,1,0,0,0,ISL/100/64/64_700_1400.tif
0,0,0,0,0,misc/100/60/60_1500_5100.tif
0,0,0,0,0,misc/100/7/7_1000_2300.tif
0,0,0,1,0,Roads/100/85/85_2900_1000.tif
0,1,0,0,0,ISL/100/74/74_3200_5100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_3500_9200.tif
1,0,0,0,1,Shifting_cultivation/100/9/9_1000_1400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5700_4000.tif
0,1,0,0,0,ISL/100/64/64_2100_1700.tif
0,0,0,0,0,misc/100/50/50_500_6300.tif
0,0,0,0,0,misc/100/75/75_3800_1600.tif
0,1,0,0,0,ISL/100/44/44_1700_4500.tif
