0,1,2,3,4,paths
0,1,0,0,0,ISL/100/75/75_1400_3100.tif
0,0,0,0,0,misc/100/32/32_500_2100.tif
0,0,0,1,1,Shifting_cultivation/100/30/30_1600_1700.tif
0,0,0,0,0,misc/100/57/57_900_3200.tif
0,1,0,0,0,ISL/100/75/75_3700_4800.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_600_900.tif
1,0,0,0,0,Industrial_agriculture/100/27/27_1600_300.tif
0,0,0,1,1,Shifting_cultivation/100/19/19_1400_2000.tif
0,1,0,0,0,ISL/100/75/75_3000_3400.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_1400_1000.tif
0,1,0,0,0,ISL/100/75/75_3000_5000.tif
0,0,0,0,0,misc/100/60/60_6000_400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5800_6200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_3000_9200.tif
0,1,0,0,0,ISL/100/74/74_1900_1100.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3400_3400.tif
0,1,0,0,0,ISL/100/89/89_2400_1100.tif
0,1,0,0,0,ISL/100/74/74_3600_3800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4600_9500.tif
0,0,0,0,0,misc/100/101/101_3000_1400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5500_11300.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_1800_2600.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2700_3900.tif
0,0,0,0,0,misc/100/78/78_1700_400.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_2200_1100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8500_3300.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4400_2900.tif
0,0,0,1,0,Roads/100/89/89_2900_2300.tif
0,1,0,0,0,ISL/100/74/74_3000_1800.tif
0,0,0,1,0,Roads/100/19/19_2400_2500.tif
0,0,0,1,0,Roads/100/66/66_2400_1800.tif
0,1,0,0,0,ISL/100/37/37_900_1400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7000_2200.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_900_1300.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6300_3100.tif
0,0,0,0,0,misc/100/75/75_3700_900.tif
0,0,0,0,0,misc/100/32/32_1500_3500.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2000_3700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5200_9800.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6200_2700.tif
0,0,0,0,0,misc/100/10/10_200_4500.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_5000_2300.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_2200_2500.tif
1,0,0,1,0,Industrial_agriculture/100/10/10_1200_1900.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3800_2400.tif
0,0,0,0,0,misc/100/81/81_1400_3000.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1700_2100.tif
0,0,0,0,0,misc/100/78/78_1900_2600.tif
0,1,0,0,0,ISL/100/75/75_2800_3500.tif
0,1,0,0,0,ISL/100/29/29_2000_600.tif
0,0,0,1,0,Roads/100/89/89_3300_2200.tif
0,1,0,0,0,ISL/100/64/64_900_900.tif
0,1,0,0,0,ISL/100/39/39_2600_2900.tif
0,0,0,0,0,misc/100/81/81_9600_3400.tif
0,1,0,0,0,ISL/100/89/89_4500_3900.tif
0,0,0,1,0,Roads/100/33/33_2000_2000.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1900_2500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_9000_3100.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_1400_2500.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2300_3300.tif
1,0,0,0,1,Industrial_agriculture/100/10/10_1900_3500.tif
0,0,0,0,0,misc/100/81/81_11200_9200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_3500_9100.tif
0,1,0,0,0,ISL/100/89/89_2300_4400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5000_9000.tif
0,1,0,0,0,ISL/100/44/44_2400_1500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7600_10800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5900_3200.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3100_2400.tif
0,1,0,0,0,ISL/100/74/74_4900_3900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4600_12800.tif
0,1,0,0,0,ISL/100/74/74_4000_2500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6200_10200.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2400_2400.tif
0,0,1,0,0,Mining/100/64/64_900_1900.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_800_400.tif
0,0,0,0,0,misc/100/22/22_2400_1200.tif
0,1,1,0,0,Mining/100/84/84_1700_1700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6400_2000.tif
0,0,0,1,0,Roads/100/74/74_4000_2900.tif
0,1,0,0,0,ISL/100/75/75_3000_3800.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_2200_1500.tif
0,0,0,0,0,misc/100/81/81_700_900.tif
0,1,0,0,0,ISL/100/74/74_2700_1700.tif
0,1,0,0,0,ISL/100/25/25_1300_3200.tif
0,0,0,0,0,misc/100/81/81_3500_9500.tif
0,0,0,1,1,Shifting_cultivation/100/101/101_2700_3800.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1000_2100.tif
0,0,0,0,0,misc/100/44/44_2300_3600.tif
0,0,0,0,0,misc/100/29/29_2800_1900.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3100_2000.tif
0,0,0,1,1,Shifting_cultivation/100/92/92_3600_2600.tif
0,0,0,0,0,misc/100/48/48_3800_2800.tif
0,0,0,0,0,misc/100/92/92_5900_4000.tif
0,1,0,0,0,ISL/100/74/74_3100_3600.tif
0,0,0,0,0,misc/100/53/53_2600_1200.tif
0,1,0,0,0,ISL/100/75/75_2800_3000.tif
0,1,0,0,0,ISL/100/84/84_1400_1700.tif
0,0,0,0,0,misc/100/15/15_3200_1900.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1000_500.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2300_2900.tif
0,0,0,0,0,misc/100/50/50_3300_6600.tif
0,1,0,0,0,ISL/100/75/75_2300_3400.tif
0,1,0,0,0,ISL/100/75/75_3600_5700.tif
0,1,0,0,0,ISL/100/55/55_2200_2800.tif
0,0,0,0,0,misc/100/81/81_5400_900.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1300_3200.tif
0,0,0,0,0,misc/100/53/53_2900_3200.tif
0,1,1,0,0,ISL/100/84/84_1700_1400.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2100_3000.tif
0,0,0,1,1,Roads/100/30/30_800_600.tif
0,1,0,0,0,ISL/100/75/75_3000_5200.tif
0,0,1,0,0,Mining/100/86/86_1400_1800.tif
0,0,0,0,0,misc/100/101/101_1500_1200.tif
1,0,0,1,0,Industrial_agriculture/100/10/10_1100_2300.tif
0,1,0,0,0,ISL/100/55/55_2900_3900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5600_7500.tif
0,0,0,0,0,misc/100/12/12_500_300.tif
0,0,0,0,0,misc/100/57/57_100_1800.tif
0,1,0,0,0,ISL/100/1/1_1300_1000.tif
0,0,0,0,1,Shifting_cultivation/100/9/9_1100_1000.tif
0,1,0,0,0,ISL/100/15/15_1200_1000.tif
0,0,0,0,0,misc/100/55/55_3200_4800.tif
0,1,0,0,0,ISL/100/48/48_1700_2900.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1200_1400.tif
0,1,0,0,0,ISL/100/74/74_3400_5400.tif
0,0,0,0,0,misc/100/81/81_10900_5500.tif
0,1,0,0,0,ISL/100/74/74_2500_4200.tif
0,1,0,0,0,ISL/100/39/39_1100_1500.tif
0,1,0,0,0,ISL/100/44/44_2100_2600.tif
0,0,0,0,0,misc/100/81/81_7000_3400.tif
0,1,0,0,0,ISL/100/37/37_1000_1300.tif
0,1,0,0,0,ISL/100/74/74_2500_1800.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_1500_1100.tif
0,1,0,0,0,ISL/100/75/75_3300_3800.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2300_2400.tif
0,0,0,0,0,misc/100/58/58_2100_3100.tif
0,0,0,0,0,misc/100/44/44_1800_2800.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_2200_2600.tif
1,0,0,0,1,Industrial_agriculture/100/10/10_2100_2700.tif
0,1,0,0,0,ISL/100/75/75_3000_3800.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_700_2000.tif
0,1,0,0,0,ISL/100/74/74_4000_3200.tif
0,0,0,0,0,misc/100/31/31_3900_2600.tif
0,1,0,0,0,ISL/100/44/44_1300_1600.tif
0,1,0,0,0,ISL/100/74/74_3200_4000.tif
0,0,0,0,0,misc/100/92/92_4600_4500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6400_11500.tif
0,1,0,0,0,ISL/100/44/44_2300_2700.tif
0,0,0,0,0,misc/100/81/81_2800_6100.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_500_1400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6900_7100.tif
0,0,0,0,0,misc/100/39/39_3500_3800.tif
0,0,0,1,1,Roads/100/101/101_2600_3900.tif
0,0,0,1,1,Shifting_cultivation/100/101/101_2300_2200.tif
0,1,0,0,0,ISL/100/74/74_3900_4400.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2800_3400.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_700_300.tif
0,1,0,0,0,ISL/100/55/55_2200_1300.tif
0,1,0,0,0,ISL/100/74/74_3100_4300.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4900_2900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5200_9700.tif
0,1,0,0,0,ISL/100/32/32_1300_900.tif
0,0,0,0,0,misc/100/22/22_3400_2000.tif
0,1,0,0,0,ISL/100/89/89_2600_4000.tif
1,0,0,0,1,Shifting_cultivation/100/10/10_1700_2900.tif
0,0,0,0,0,misc/100/12/12_600_0.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6400_1900.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6200_2300.tif
0,0,0,0,0,misc/100/58/58_2200_1800.tif
0,1,0,0,0,ISL/100/55/55_4100_400.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1700_1500.tif
0,0,0,0,0,misc/100/27/27_900_600.tif
0,0,0,0,0,misc/100/25/25_2900_3100.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1200_800.tif
0,0,0,0,0,misc/100/81/81_6600_9000.tif
0,1,0,0,0,ISL/100/15/15_1000_700.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_900_1300.tif
0,0,0,0,0,misc/100/101/101_300_4900.tif
0,0,0,0,0,misc/100/78/78_1100_500.tif
0,0,0,0,0,misc/100/74/74_1600_300.tif
0,1,0,0,0,ISL/100/22/22_2200_300.tif
0,1,0,0,0,ISL/100/44/44_1400_3700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6300_10500.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1200_1300.tif
0,1,0,0,0,ISL/100/55/55_2500_2800.tif
0,0,0,0,0,misc/100/39/39_1600_1400.tif
0,1,0,0,0,ISL/100/25/25_1400_3100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7000_700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8400_4200.tif
0,1,0,0,0,ISL/100/22/22_1400_2000.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_600_2500.tif
0,0,0,1,0,Roads/100/30/30_900_400.tif
0,0,0,0,0,misc/100/19/19_1100_2800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4400_5100.tif
0,1,0,0,0,ISL/100/74/74_2500_1900.tif
0,0,0,1,1,Roads/100/101/101_2600_3900.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_1500_2200.tif
0,1,0,0,0,ISL/100/75/75_3000_5800.tif
0,1,0,0,0,ISL/100/37/37_2300_1800.tif
0,0,0,0,0,misc/100/57/57_5000_600.tif
0,1,0,0,0,ISL/100/32/32_1800_2500.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_1400_1900.tif
0,1,0,0,0,ISL/100/37/37_300_1100.tif
0,0,0,1,0,Roads/100/27/27_1800_1500.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1800_1600.tif
0,0,0,0,0,misc/100/81/81_4300_6400.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1300_2100.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_6700_3500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_3300_8800.tif
0,0,0,0,0,misc/100/81/81_500_1200.tif
0,1,0,0,0,ISL/100/75/75_3500_6300.tif
0,1,0,0,0,ISL/100/48/48_800_1100.tif
0,0,0,0,0,misc/100/60/60_1700_6900.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_2000_2600.tif
0,1,0,0,0,ISL/100/39/39_1600_1700.tif
1,0,0,0,0,Industrial_agriculture/100/31/31_1500_2700.tif
0,0,0,1,1,Roads/100/30/30_1200_700.tif
0,0,0,1,0,Roads/100/58/58_1900_2600.tif
0,0,0,0,0,misc/100/64/64_2000_2800.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_1400_1200.tif
0,0,0,0,0,misc/100/81/81_6000_1500.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_1000_3500.tif
0,0,0,0,0,misc/100/66/66_100_0.tif
0,1,0,0,0,ISL/100/75/75_3100_5900.tif
0,1,0,0,0,ISL/100/75/75_600_2100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7700_10900.tif
0,0,0,0,0,misc/100/55/55_4200_2700.tif
0,1,0,0,0,ISL/100/48/48_2500_2600.tif
0,1,0,0,0,ISL/100/32/32_2800_2700.tif
0,1,0,0,0,ISL/100/15/15_1800_2900.tif
0,0,0,1,0,Roads/100/92/92_3500_2500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5400_9900.tif
0,0,0,0,0,misc/100/75/75_100_2900.tif
0,0,0,0,0,misc/100/10/10_3300_400.tif
1,0,0,0,1,Shifting_cultivation/100/10/10_1900_2100.tif
0,0,0,0,0,misc/100/48/48_2400_2100.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1500_2600.tif
0,1,0,0,0,ISL/100/74/74_3600_3900.tif
0,1,0,1,0,Roads/100/55/55_2900_4200.tif
0,0,0,0,0,misc/100/85/85_1200_1600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5700_7600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7000_2000.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2800_2900.tif
0,0,0,0,0,misc/100/31/31_2500_3100.tif
0,0,0,0,0,misc/100/85/85_2600_4900.tif
0,1,0,0,0,ISL/100/84/84_1500_1000.tif
0,1,0,0,0,ISL/100/44/44_1100_700.tif
0,0,0,0,0,misc/100/81/81_9800_6900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_6800_7000.tif
0,1,0,0,0,ISL/100/89/89_2300_1500.tif
0,0,0,0,0,misc/100/60/60_4000_6600.tif
0,0,0,1,1,Roads/100/10/10_600_2300.tif
0,0,0,0,0,misc/100/81/81_5200_4200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5400_6100.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_1400_4800.tif
0,0,0,0,0,misc/100/81/81_4100_400.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_8400_4800.tif
0,1,0,0,0,ISL/100/64/64_1100_1800.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5900_5900.tif
0,1,0,0,0,ISL/100/39/39_700_2000.tif
0,1,0,0,0,ISL/100/75/75_2800_3500.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_1900_2500.tif
0,1,0,0,0,ISL/100/74/74_3400_2200.tif
0,0,0,0,0,misc/100/75/75_5600_2800.tif
0,1,0,0,0,ISL/100/25/25_2200_1700.tif
1,0,0,0,0,Industrial_agriculture/100/58/58_900_400.tif
0,0,0,0,0,misc/100/31/31_100_3400.tif
0,1,0,0,0,ISL/100/39/39_1700_2300.tif
0,1,0,0,0,ISL/100/64/64_1200_3100.tif
0,1,0,0,0,ISL/100/74/74_2700_1600.tif
0,0,0,0,0,misc/100/7/7_100_2700.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_3500_8800.tif
0,1,0,0,0,ISL/100/89/89_2000_2700.tif
0,0,0,0,1,Shifting_cultivation/100/101/101_2500_2100.tif
0,0,0,0,0,misc/100/60/60_6600_3100.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7300_6300.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5100_7300.tif
0,1,0,0,0,ISL/100/89/89_2000_1500.tif
0,0,0,1,1,Roads/100/19/19_900_1500.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5900_2900.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_5300_9200.tif
0,0,0,0,0,misc/100/50/50_800_1400.tif
0,1,0,0,0,ISL/100/32/32_1400_2100.tif
0,1,0,0,0,ISL/100/37/37_2300_1400.tif
1,0,0,0,0,Industrial_agriculture/100/9/9_2000_900.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_1200_2700.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_5600_4100.tif
0,0,0,0,0,misc/100/81/81_2700_9900.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_3900_2200.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_7600_5600.tif
0,0,0,0,0,misc/100/74/74_4600_4500.tif
0,0,0,0,0,misc/100/81/81_8000_4500.tif
0,1,0,0,0,ISL/100/74/74_3000_5200.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_3900_4500.tif
0,0,0,0,0,misc/100/27/27_2100_1200.tif
0,1,0,0,0,ISL/100/29/29_500_2000.tif
0,0,0,0,0,misc/100/12/12_1200_3600.tif
0,1,0,0,0,ISL/100/89/89_1000_1000.tif
0,1,0,0,0,ISL/100/29/29_800_1400.tif
1,0,0,0,0,Industrial_agriculture/100/10/10_2000_2400.tif
0,1,0,0,0,ISL/100/32/32_1500_700.tif
1,0,0,1,0,Roads/100/9/9_1400_2400.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_2000_2200.tif
0,0,0,1,0,Roads/100/66/66_2100_1300.tif
0,0,0,0,1,Shifting_cultivation/100/10/10_2000_2900.tif
0,0,0,0,1,Shifting_cultivation/100/19/19_2300_2600.tif
0,0,0,0,1,Shifting_cultivation/100/81/81_4500_13000.tif
0,1,0,0,0,ISL/100/44/44_1000_3000.tif
0,0,0,0,1,Shifting_cultivation/100/92/92_4100_4200.tif
0,0,0,0,0,misc/100/81/81_6100_8800.tif
