index,0,1,2,3,4,5,6,7,8,9,paths
179,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_2000.tif
180,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_2100.tif
181,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_2200.tif
182,0,0,1,0,0,0,0,0,1,0,train/10/10_1700_2300.tif
183,0,0,1,0,0,0,0,0,1,0,train/10/10_1700_2400.tif
184,0,0,1,0,0,0,0,0,0,0,train/10/10_1700_2500.tif
185,0,0,1,0,0,0,0,0,0,0,train/10/10_1700_2600.tif
186,0,0,1,0,0,0,1,0,0,0,train/10/10_1700_2700.tif
187,0,0,1,0,0,0,1,0,1,0,train/10/10_1700_2800.tif
188,0,0,1,0,0,0,1,0,1,0,train/10/10_1700_2900.tif
189,0,0,1,0,0,0,0,0,1,0,train/10/10_1700_3000.tif
190,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3100.tif
191,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3200.tif
192,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3300.tif
193,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3400.tif
194,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3500.tif
195,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3600.tif
196,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3700.tif
197,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3800.tif
198,0,0,0,0,0,0,0,0,1,0,train/10/10_1700_3900.tif
199,0,0,1,0,0,0,0,0,1,0,train/10/10_1800_2000.tif
200,0,0,1,0,0,0,0,0,1,0,train/10/10_1800_2100.tif
201,0,0,1,0,0,0,0,0,1,0,train/10/10_1800_2200.tif
202,0,0,1,0,0,0,0,0,1,0,train/10/10_1800_2300.tif
203,0,0,1,0,0,0,0,0,0,0,train/10/10_1800_2400.tif
204,0,0,1,0,0,0,0,0,0,0,train/10/10_1800_2500.tif
205,0,0,1,0,0,0,0,0,0,0,train/10/10_1800_2600.tif
206,0,0,1,0,0,0,0,0,0,0,train/10/10_1800_2700.tif
207,0,0,1,0,0,0,0,0,0,0,train/10/10_1800_2800.tif
208,0,0,1,0,0,0,1,0,1,0,train/10/10_1800_2900.tif
209,0,0,1,0,0,0,1,0,1,0,train/10/10_1800_3000.tif
210,0,0,1,0,0,0,0,0,1,0,train/10/10_1800_3100.tif
211,0,0,1,0,0,0,0,0,1,0,train/10/10_1800_3200.tif
212,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3300.tif
213,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3400.tif
214,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3500.tif
215,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3600.tif
216,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3700.tif
217,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3800.tif
218,0,0,0,0,0,0,0,0,1,0,train/10/10_1800_3900.tif
219,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_1800.tif
220,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_1900.tif
221,0,0,1,0,0,0,0,0,1,0,train/10/10_1900_2000.tif
222,0,0,1,0,0,0,0,0,1,0,train/10/10_1900_2100.tif
223,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_2200.tif
224,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_2300.tif
225,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_2400.tif
226,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_2500.tif
227,0,0,1,0,0,0,0,0,1,0,train/10/10_1900_2600.tif
228,0,0,1,0,0,0,0,0,1,0,train/10/10_1900_2700.tif
229,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_2800.tif
230,0,0,1,0,0,0,0,0,0,0,train/10/10_1900_2900.tif
231,0,0,1,0,0,0,1,0,1,0,train/10/10_1900_3000.tif
232,0,0,1,0,0,0,1,0,1,0,train/10/10_1900_3100.tif
233,0,0,1,0,0,0,1,0,1,0,train/10/10_1900_3200.tif
234,0,0,1,0,0,0,1,0,1,0,train/10/10_1900_3300.tif
235,0,0,1,0,0,0,1,0,1,0,train/10/10_1900_3400.tif
236,0,0,1,0,0,0,0,0,1,0,train/10/10_1900_3500.tif
237,0,0,0,0,0,0,0,0,1,0,train/10/10_1900_3600.tif
238,0,0,0,0,0,0,0,0,1,0,train/10/10_1900_3700.tif
239,0,0,0,0,0,0,0,0,1,0,train/10/10_1900_3800.tif
240,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_1800.tif
241,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_1900.tif
242,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_2000.tif
243,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_2100.tif
244,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_2200.tif
245,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_2300.tif
246,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_2400.tif
247,0,0,1,0,0,0,0,0,1,0,train/10/10_2000_2500.tif
248,0,0,1,0,0,0,0,0,1,0,train/10/10_2000_2600.tif
249,0,0,1,0,0,0,0,0,1,0,train/10/10_2000_2700.tif
250,0,0,1,0,0,0,0,0,1,0,train/10/10_2000_2800.tif
251,0,0,1,0,0,0,0,0,1,0,train/10/10_2000_2900.tif
252,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_3000.tif
253,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_3100.tif
254,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_3200.tif
255,0,0,1,0,0,0,0,0,0,0,train/10/10_2000_3300.tif
256,0,0,1,0,0,0,1,0,0,0,train/10/10_2000_3400.tif
257,0,0,1,0,0,0,1,0,1,0,train/10/10_2000_3500.tif
258,0,0,1,0,0,0,0,0,1,0,train/10/10_2000_3600.tif
259,0,0,0,0,0,0,0,0,1,0,train/10/10_2000_3700.tif
260,0,0,0,0,0,0,0,0,1,0,train/10/10_2000_3800.tif
261,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_1800.tif
262,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_1900.tif
263,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2000.tif
264,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2100.tif
265,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2200.tif
266,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2300.tif
267,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2400.tif
268,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2500.tif
269,0,0,1,0,0,0,0,0,1,0,train/10/10_2100_2600.tif
270,0,0,1,0,0,0,0,0,1,0,train/10/10_2100_2700.tif
271,0,0,1,0,0,0,0,0,1,0,train/10/10_2100_2800.tif
272,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_2900.tif
273,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_3000.tif
274,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_3100.tif
275,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_3200.tif
276,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_3300.tif
277,0,0,1,0,0,0,0,0,0,0,train/10/10_2100_3400.tif
278,0,0,1,0,0,0,1,0,1,0,train/10/10_2100_3500.tif
279,0,0,1,0,0,0,1,0,1,0,train/10/10_2100_3600.tif
280,0,0,1,0,0,0,0,0,1,0,train/10/10_2100_3700.tif
281,0,0,0,0,0,0,0,0,1,0,train/10/10_2100_3800.tif
282,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_1800.tif
283,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_1900.tif
284,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2000.tif
285,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2100.tif
286,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2200.tif
287,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2300.tif
288,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2400.tif
289,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2500.tif
290,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2600.tif
291,0,0,1,0,0,0,0,0,1,0,train/10/10_2200_2700.tif
292,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2800.tif
293,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_2900.tif
294,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_3000.tif
295,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_3100.tif
296,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_3200.tif
297,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_3300.tif
298,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_3400.tif
299,0,0,1,0,0,0,0,0,0,0,train/10/10_2200_3500.tif
300,0,0,1,0,0,0,1,0,0,0,train/10/10_2200_3600.tif
301,0,0,1,0,0,0,1,0,1,0,train/10/10_2200_3700.tif
302,0,0,0,0,0,0,0,0,1,0,train/10/10_2200_3800.tif
303,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_1800.tif
304,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_1900.tif
305,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2000.tif
306,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2100.tif
307,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2200.tif
308,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2300.tif
309,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2400.tif
310,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2500.tif
311,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2600.tif
312,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2700.tif
313,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2800.tif
314,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_2900.tif
315,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3000.tif
316,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3100.tif
317,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3200.tif
318,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3300.tif
319,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3400.tif
320,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3500.tif
321,0,0,1,0,0,0,0,0,0,0,train/10/10_2300_3600.tif
322,0,0,1,0,0,0,1,0,0,0,train/10/10_2300_3700.tif
323,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2200.tif
324,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2300.tif
325,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2400.tif
326,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2500.tif
327,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2600.tif
328,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2700.tif
329,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2800.tif
330,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_2900.tif
331,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3000.tif
332,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3100.tif
333,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3200.tif
334,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3300.tif
335,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3400.tif
336,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3500.tif
337,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3600.tif
338,0,0,1,0,0,0,0,0,0,0,train/10/10_2400_3700.tif
339,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_1900.tif
340,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2000.tif
341,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2100.tif
342,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2200.tif
343,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2300.tif
344,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2400.tif
345,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2500.tif
346,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2600.tif
347,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2700.tif
348,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2800.tif
349,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_2900.tif
350,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3000.tif
351,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3100.tif
352,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3200.tif
353,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3300.tif
354,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3400.tif
355,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3500.tif
356,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3600.tif
357,0,0,1,0,0,0,0,0,0,0,train/10/10_2500_3700.tif
358,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_1900.tif
359,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2000.tif
360,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2100.tif
361,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2200.tif
362,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2300.tif
363,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2400.tif
364,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2500.tif
365,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2600.tif
366,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2700.tif
367,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2800.tif
368,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_2900.tif
369,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3000.tif
370,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3100.tif
371,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3200.tif
372,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3300.tif
373,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3400.tif
374,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3500.tif
375,0,0,1,0,0,0,0,0,0,0,train/10/10_2600_3600.tif
376,0,0,1,0,0,0,0,0,0,0,train/10/10_2700_2000.tif
377,0,0,1,0,0,0,0,0,0,0,train/10/10_2700_2100.tif
378,0,0,1,0,0,0,0,0,0,0,train/10/10_2700_2200.tif
379,0,0,1,0,0,0,0,0,0,0,train/10/10_2700_2300.tif
380,0,0,1,0,0,0,0,0,0,0,train/10/10_2700_2400.tif
